,solute,solute SMILES,computed CAS,computed IUPAC,solvent,solvent SMILES,pka,ref
769,98-10-2,C1=CC=C(C=C1)S(=O)(=O)N,98-10-2,benzenesulfonamide,MeCN,CC#N,26.63,Ejoc202001649-sup-00001-misc_information.pdf
980,98-10-2,C1=CC=C(C=C1)S(=O)(=O)N,98-10-2,benzenesulfonamide,H2O,O,10.1,Ejoc202001649-sup-00001-misc_information.pdf
1032,98-10-2,C1=CC=C(C=C1)S(=O)(=O)N,98-10-2,benzenesulfonamide,DMSO,CS(=O)C,16.1,Ejoc202001649-sup-00001-misc_information.pdf
1140,98-10-2,C1=CC=C(C=C1)S(=O)(=O)N,98-10-2,benzenesulfonamide,DMF,CN(C)C=O,17.06,Ejoc202001649-sup-00001-misc_information.pdf
446,C6H5SO2NHTf,C1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C(F)(F)F,174788-87-5,N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,5.55,DCE_2011_pKa_Table_MeCN.pdf
956,174788-87-5,C1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C(F)(F)F,174788-87-5,N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,5.52,Ejoc202001649-sup-00001-misc_information.pdf
1546,C6H5SO2NHTf,C1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C(F)(F)F,174788-87-5,N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,5.55,leito_acids
77,2618-96-4,C1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=CC=C2,2618-96-4,N-(benzenesulfonyl)benzenesulfonamide,MeCN,CC#N,11.34,MeCN_Acids_COSMO-RS_2008_Table.pdf
894,2618-96-4,C1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=CC=C2,2618-96-4,N-(benzenesulfonyl)benzenesulfonamide,MeCN,CC#N,11.35,Ejoc202001649-sup-00001-misc_information.pdf
1153,2618-96-4,C1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=CC=C2,2618-96-4,N-(benzenesulfonyl)benzenesulfonamide,DMF,CN(C)C=O,3.66,Ejoc202001649-sup-00001-misc_information.pdf
1497,(C6H5SO2)2NH,C1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=CC=C2,2618-96-4,N-(benzenesulfonyl)benzenesulfonamide,MeCN,CC#N,11.34,leito_acids
694,PhSO3H,C1=CC=C(C=C1)S(=O)(=O)O,98-11-3,benzenesulfonic acid,MeCN,CC#N,8.2,pKa_values_of_acids_in_acetonitrile.pdf
923,98-11-3,C1=CC=C(C=C1)S(=O)(=O)O,98-11-3,benzenesulfonic acid,MeCN,CC#N,8.2,Ejoc202001649-sup-00001-misc_information.pdf
360,Quinoxaline,C1=CC=C2C(=C1)[NH+]=CC=N2ÊÊ,,quinoxalin-1-ium,MeCN,CC#N,7.4,pKa_values_of_nitrogen_heterocycles.pdf
401,Quinoxaline,C1=CC=C2C(=C1)[NH+]=CC=N2ÊÊ,,quinoxalin-1-ium,H2O,O,0.56,pKa_values_of_nitrogen_heterocycles.pdf
586,3-nitroIndole,C1=CC=C2C(=C1)C(=CN2)[N+](=O)[O-],4770-03-0,3-nitro-1H-indole,MeCN,CC#N,22.77,pKa_values_of_acids_in_acetonitrile.pdf
816,4770-03-0,C1=CC=C2C(=C1)C(=CN2)[N+](=O)[O-],4770-03-0,3-nitro-1H-indole,MeCN,CC#N,22.77,Ejoc202001649-sup-00001-misc_information.pdf
995,4770-03-0,C1=CC=C2C(=C1)C(=CN2)[N+](=O)[O-],4770-03-0,3-nitro-1H-indole,H2O,O,10.12,Ejoc202001649-sup-00001-misc_information.pdf
549,3-cyanoIndole,C1=CC=C2C(=C1)C(=CN2)C#N,5457-28-3,1H-indole-3-carbonitrile,MeCN,CC#N,26.01,pKa_values_of_acids_in_acetonitrile.pdf
779,5457-28-3,C1=CC=C2C(=C1)C(=CN2)C#N,5457-28-3,1H-indole-3-carbonitrile,MeCN,CC#N,26.01,Ejoc202001649-sup-00001-misc_information.pdf
593,Alizarin,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,72-48-0,"1,2-dihydroxyanthracene-9,10-dione",MeCN,CC#N,21.23,pKa_values_of_acids_in_acetonitrile.pdf
823,72-48-0,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,72-48-0,"1,2-dihydroxyanthracene-9,10-dione",MeCN,CC#N,21.23,Ejoc202001649-sup-00001-misc_information.pdf
67,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",MeCN,CC#N,14.57,MeCN_Acids_COSMO-RS_2008_Table.pdf
229,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",MeCN,CC#N,14.57,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
261,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",DMSO,CS(=O)C,4,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
277,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",H2O,O,1.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
640,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",MeCN,CC#N,14.57,pKa_values_of_acids_in_acetonitrile.pdf
870,81-07-2,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",MeCN,CC#N,14.57,Ejoc202001649-sup-00001-misc_information.pdf
1011,81-07-2,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",H2O,O,1.8,Ejoc202001649-sup-00001-misc_information.pdf
1083,81-07-2,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",DMSO,CS(=O)C,4,Ejoc202001649-sup-00001-misc_information.pdf
1481,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,81-07-2,"1,1-dioxo-1,2-benzothiazol-3-one",MeCN,CC#N,14.57,leito_acids
35,9-Cyanofluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,MeCN,CC#N,21.36,MeCN_Acids_COSMO-RS_2008_Table.pdf
99,9-Cyanofluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,MeCN,CC#N,20.8,MeCN_Acids_COSMO-RS_2008_Table.pdf
466,9-CN-fluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,MeCN,CC#N,21.36,a_unified_view_to_bronsted_acidity_scales.pdf
508,9-CN-fluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,DMSO,CS(=O)C,8.3,a_unified_view_to_bronsted_acidity_scales.pdf
592,9-CN-Fluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,MeCN,CC#N,21.35,pKa_values_of_acids_in_acetonitrile.pdf
822,1529-40-4,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,MeCN,CC#N,21.35,Ejoc202001649-sup-00001-misc_information.pdf
998,1529-40-4,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,H2O,O,10.7,Ejoc202001649-sup-00001-misc_information.pdf
1058,1529-40-4,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,DMSO,CS(=O)C,8.3,Ejoc202001649-sup-00001-misc_information.pdf
1096,1529-40-4,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,DCE,C(CCl)Cl,55.9,Ejoc202001649-sup-00001-misc_information.pdf
1447,9-CN-fluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,MeCN,CC#N,21.36,leito_acids
1570,9-CN-fluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,1529-40-4,9H-fluorene-9-carbonitrile,DCE,C(CCl)Cl,55.9,leito_acids
526,9-C6F5-Fluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C4=C(C(=C(C(=C4F)F)F)F)F,73482-93-6,"9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",MeCN,CC#N,28.14,pKa_values_of_acids_in_acetonitrile.pdf
1424,9-C6F5-fluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C4=C(C(=C(C(=C4F)F)F)F)F,73482-93-6,"9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",MeCN,CC#N,28.11,leito_acids
348,Quinazoline,C1=CC=C2C(=C1)C=[NH+]C=N2,,quinazolin-3-ium,MeCN,CC#N,9.19,pKa_values_of_nitrogen_heterocycles.pdf
394,Quinazoline,C1=CC=C2C(=C1)C=[NH+]C=N2,,quinazolin-3-ium,H2O,O,1.95,pKa_values_of_nitrogen_heterocycles.pdf
358,Indazole,C1=CC=C2C(=C1)C=[NH+]N2,-,1H-indazol-2-ium,MeCN,CC#N,7.61,pKa_values_of_nitrogen_heterocycles.pdf
399,Indazole,C1=CC=C2C(=C1)C=[NH+]N2,-,1H-indazol-2-ium,H2O,O,1.25,pKa_values_of_nitrogen_heterocycles.pdf
1213,271-44-3,C1=CC=C2C(=C1)C=[NH+]N2,-,1H-indazol-2-ium,H2O,O,1.25,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1346,271-44-3,C1=CC=C2C(=C1)C=[NH+]N2,-,1H-indazol-2-ium,MeCN,CC#N,7.61,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
964,1486486-93-4,C1=CC=C2C(=C1)C=C(C3=C2C4=C(C(=CC5=CC=CC=C54)C6=CC(=CC(=C6)C(F)(F)F)C(F)(F)F)OS(=O)(=O)NS(=O)(=O)O3)C7=CC(=CC(=C7)C(F)(F)F)C(F)(F)F,1486486-93-4,"10,18-bis[3,5-bis(trifluoromethyl)phenyl]-12,16-dioxa-13Î»6,15Î»6-dithia-14-azapentacyclo[15.8.0.02,11.03,8.020,25]pentacosa-1(17),2(11),3,5,7,9,18,20,22,24-decaene 13,13,15,15-tetraoxide",MeCN,CC#N,4.97,Ejoc202001649-sup-00001-misc_information.pdf
1551,Substance17,C1=CC=C2C(=C1)C=C(C3=C2C4=C(C(=CC5=CC=CC=C54)C6=CC(=CC(=C6)C(F)(F)F)C(F)(F)F)OS(=O)(=O)NS(=O)(=O)O3)C7=CC(=CC(=C7)C(F)(F)F)C(F)(F)F,1486486-93-4,"10,18-bis[3,5-bis(trifluoromethyl)phenyl]-12,16-dioxa-13Î»6,15Î»6-dithia-14-azapentacyclo[15.8.0.02,11.03,8.020,25]pentacosa-1(17),2(11),3,5,7,9,18,20,22,24-decaene 13,13,15,15-tetraoxide",MeCN,CC#N,5.2,leito_acids
880,864943-22-6,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C4=CC5=CC=CC=C5C6=C4OP(=O)(OC7=C6C8=CC=CC=C8C=C7C9=CC1=CC=CC=C1C1=CC=CC=C19)O,864943-22-6,"13-hydroxy-10,16-di(phenanthren-9-yl)-12,14-dioxa-13_5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaene 13-oxide",MeCN,CC#N,13.32,Ejoc202001649-sup-00001-misc_information.pdf
1488,Substance5,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C4=CC5=CC=CC=C5C6=C4OP(=O)(OC7=C6C8=CC=CC=C8C=C7C9=CC1=CC=CC=C1C1=CC=CC=C19)O,864943-22-6,"13-hydroxy-10,16-di(phenanthren-9-yl)-12,14-dioxa-13_5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaene 13-oxide",MeCN,CC#N,13.3,leito_acids
575,2-nitroIndole,C1=CC=C2C(=C1)C=C(N2)[N+](=O)[O-],60544-75-4,2-nitro-1H-indole,MeCN,CC#N,23.64,pKa_values_of_acids_in_acetonitrile.pdf
341,Cinnoline,C1=CC=C2C(=C1)C=C[NH+]=N2,,cinnolin-2-ium,MeCN,CC#N,10.5,pKa_values_of_nitrogen_heterocycles.pdf
392,Cinnoline,C1=CC=C2C(=C1)C=C[NH+]=N2,,cinnolin-2-ium,H2O,O,2.29,pKa_values_of_nitrogen_heterocycles.pdf
327,Acridine,C1=CC=C2C(=C1)C=C3C=CC=CC3=[NH+]2,-,acridin-10-ium,MeCN,CC#N,12.67,pKa_values_of_nitrogen_heterocycles.pdf
382,Acridine,C1=CC=C2C(=C1)C=C3C=CC=CC3=[NH+]2,-,acridin-10-ium,H2O,O,5.62,pKa_values_of_nitrogen_heterocycles.pdf
1206,260-94-6,C1=CC=C2C(=C1)C=C3C=CC=CC3=[NH+]2,-,acridin-10-ium,H2O,O,5.62,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1339,260-94-6,C1=CC=C2C(=C1)C=C3C=CC=CC3=[NH+]2,-,acridin-10-ium,MeCN,CC#N,12.66,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
338,"2,2'-Biquinoline",C1=CC=C2C(=C1)C=CC(=N2)C3=[NH+]C4=CC=CC=C4C=C3,,,MeCN,CC#N,11.28,pKa_values_of_nitrogen_heterocycles.pdf
390,"2,2'-Biquinoline",C1=CC=C2C(=C1)C=CC(=N2)C3=[NH+]C4=CC=CC=C4C=C3,,,H2O,O,3.66,pKa_values_of_nitrogen_heterocycles.pdf
1204,119-91-5,C1=CC=C2C(=C1)C=CC(=N2)C3=[NH+]C4=CC=CC=C4C=C3,-,-,H2O,O,3.66,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1337,119-91-5,C1=CC=C2C(=C1)C=CC(=N2)C3=[NH+]C4=CC=CC=C4C=C3,,,MeCN,CC#N,11.28,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
332,Quinoline,C1=CC=C2C(=C1)C=CC=[NH+]2,-,quinolin-1-ium,MeCN,CC#N,11.96,pKa_values_of_nitrogen_heterocycles.pdf
387,Quinoline,C1=CC=C2C(=C1)C=CC=[NH+]2,-,quinolin-1-ium,H2O,O,4.93,pKa_values_of_nitrogen_heterocycles.pdf
1203,91-22-5,C1=CC=C2C(=C1)C=CC=[NH+]2,-,quinolin-1-ium,H2O,O,4.93,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1336,91-22-5,C1=CC=C2C(=C1)C=CC=[NH+]2,-,quinolin-1-ium,MeCN,CC#N,11.97,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
345,1-Naphthylamine,C1=CC=C2C(=C1)C=CC=C2[NH3+],70450-98-5,naphthalen-1-ylazanium,MeCN,CC#N,9.77,pKa_values_of_nitrogen_heterocycles.pdf
58,85-47-2,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,85-47-2,naphthalene-1-sulfonic acid,MeCN,CC#N,7.89,MeCN_Acids_COSMO-RS_2008_Table.pdf
428,1-Naphthalenesulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,85-47-2,naphthalene-1-sulfonic acid,MeCN,CC#N,7.89,DCE_2011_pKa_Table_MeCN.pdf
699,1-C10H7-SO3H,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,85-47-2,naphthalene-1-sulfonic acid,MeCN,CC#N,7.9,pKa_values_of_acids_in_acetonitrile.pdf
928,85-47-2,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,85-47-2,naphthalene-1-sulfonic acid,MeCN,CC#N,7.9,Ejoc202001649-sup-00001-misc_information.pdf
1520,1-C10H7SO3H,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,85-47-2,naphthalene-1-sulfonic acid,MeCN,CC#N,7.89,leito_acids
339,"7,8-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2[NH+]=CC=C3,,benzo[h]quinolin-1-ium,MeCN,CC#N,10.84,pKa_values_of_nitrogen_heterocycles.pdf
391,"7,8-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2[NH+]=CC=C3,,benzo[h]quinolin-1-ium,H2O,O,4.25,pKa_values_of_nitrogen_heterocycles.pdf
333,"5,6-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2C=CC=[NH+]3ÊÊ,,benzo[f]quinolin-4-ium,MeCN,CC#N,11.96,pKa_values_of_nitrogen_heterocycles.pdf
388,"5,6-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2C=CC=[NH+]3ÊÊ,,benzo[f]quinolin-4-ium,H2O,O,5.15,pKa_values_of_nitrogen_heterocycles.pdf
746,120-72-9,C1=CC=C2C(=C1)C=CN2,120-72-9,1H-indole,MeCN,CC#N,32.57,Ejoc202001649-sup-00001-misc_information.pdf
975,120-72-9,C1=CC=C2C(=C1)C=CN2,120-72-9,1H-indole,H2O,O,16.97,Ejoc202001649-sup-00001-misc_information.pdf
1022,120-72-9,C1=CC=C2C(=C1)C=CN2,120-72-9,1H-indole,DMSO,CS(=O)C,20.95,Ejoc202001649-sup-00001-misc_information.pdf
1138,120-72-9,C1=CC=C2C(=C1)C=CN2,120-72-9,1H-indole,DMF,CN(C)C=O,21.65,Ejoc202001649-sup-00001-misc_information.pdf
777,1945-78-4,C1=CC=C2C(=C1)N=C(S2)CC3=NC4=CC=CC=C4S3,1945-78-4,"2-(1,3-benzothiazol-2-ylmethyl)-1,3-benzothiazole",MeCN,CC#N,26.16,Ejoc202001649-sup-00001-misc_information.pdf
329,Thiabendazole,C1=CC=C2C(=C1)NC(=[NH+]2)C3=CSC=N3,,"4-(1H-benzimidazol-3-ium-2-yl)-1,3-thiazole",MeCN,CC#N,12.42,pKa_values_of_nitrogen_heterocycles.pdf
384,Thiabendazole,C1=CC=C2C(=C1)NC(=[NH+]2)C3=CSC=N3,,"4-(1H-benzimidazol-3-ium-2-yl)-1,3-thiazole",H2O,O,4.64,pKa_values_of_nitrogen_heterocycles.pdf
324,Benzimidazole,C1=CC=C2C(=C1)NC=[NH+]2,-,1H-benzimidazol-3-ium,MeCN,CC#N,13.52,pKa_values_of_nitrogen_heterocycles.pdf
380,Benzimidazole,C1=CC=C2C(=C1)NC=[NH+]2,-,1H-benzimidazol-3-ium,H2O,O,5.56,pKa_values_of_nitrogen_heterocycles.pdf
1209,51-17-2,C1=CC=C2C(=C1)NC=[NH+]2,-,1H-benzimidazol-3-ium,H2O,O,5.56,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1272,51-17-2,C1=CC=C2C(=C1)NC=[NH+]2,-,1H-benzimidazol-3-ium,DMSO,CS(=O)C,4.36,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1342,51-17-2,C1=CC=C2C(=C1)NC=[NH+]2,-,1H-benzimidazol-3-ium,MeCN,CC#N,13.54,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
129,"1,3-Dinitrophenoxazine",C1=CC=C2C(=C1)NC3=C(C=C(C=C3O2)[N+](=O)[O-])[N+](=O)[O-],26103-32-2,"1,3-dinitro-10H-phenoxazine",MeCN,CC#N,22.4,MeCN_Acids_COSMO-RS_2008_Table.pdf
132,1-Nitro-10H-phenoxazine,C1=CC=C2C(=C1)NC3=C(C=CC=C3O2)[N+](=O)[O-],26103-27-5,1-nitro-10H-phenoxazine,MeCN,CC#N,28.4,MeCN_Acids_COSMO-RS_2008_Table.pdf
134,3-Nitrophenoxazine,C1=CC=C2C(=C1)NC3=C(O2)C=C(C=C3)[N+](=O)[O-],-,3-nitro-10H-phenoxazine,MeCN,CC#N,25.7,MeCN_Acids_COSMO-RS_2008_Table.pdf
326,Isoquinoline,C1=CC=C2C=[NH+]C=CC2=C1,-,isoquinolin-2-ium,MeCN,CC#N,12.69,pKa_values_of_nitrogen_heterocycles.pdf
381,Isoquinoline,C1=CC=C2C=[NH+]C=CC2=C1,-,isoquinolin-2-ium,H2O,O,5.46,pKa_values_of_nitrogen_heterocycles.pdf
1205,119-65-3,C1=CC=C2C=[NH+]C=CC2=C1,-,isoquinolin-2-ium,H2O,O,5.46,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1338,119-65-3,C1=CC=C2C=[NH+]C=CC2=C1,-,isoquinolin-2-ium,MeCN,CC#N,12.68,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
336,Phthalazine,C1=CC=C2C=N[NH+]=CC2=C1,,phthalazin-3-ium,MeCN,CC#N,11.55,pKa_values_of_nitrogen_heterocycles.pdf
389,Phthalazine,C1=CC=C2C=N[NH+]=CC2=C1,,phthalazin-3-ium,H2O,O,3.47,pKa_values_of_nitrogen_heterocycles.pdf
33,205-94-7,C1=CC=C2C3=C4C(C2=C1)C5=CC=CC=C5C4=CC=C3,205-94-7,fluoradene,MeCN,CC#N,23.9,MeCN_Acids_COSMO-RS_2008_Table.pdf
572,Fluoradene,C1=CC=C2C3=C4C(C2=C1)C5=CC=CC=C5C4=CC=C3,205-94-7,fluoradene,MeCN,CC#N,23.92,pKa_values_of_acids_in_acetonitrile.pdf
802,205-94-7,C1=CC=C2C3=C4C(C2=C1)C5=CC=CC=C5C4=CC=C3,205-94-7,fluoradene,MeCN,CC#N,23.92,Ejoc202001649-sup-00001-misc_information.pdf
1049,205-94-7,C1=CC=C2C3=C4C(C2=C1)C5=CC=CC=C5C4=CC=C3,205-94-7,fluoradene,DMSO,CS(=O)C,10.5,Ejoc202001649-sup-00001-misc_information.pdf
1435,Fluoradene,C1=CC=C2C3=C4C(C2=C1)C5=CC=CC=C5C4=CC=C3,205-94-7,fluoradene,MeCN,CC#N,23.9,leito_acids
343,Pyridazine,C1=CC=N[NH+]=C1,-,pyridazin-1-ium,MeCN,CC#N,10.07,pKa_values_of_nitrogen_heterocycles.pdf
393,Pyridazine,C1=CC=N[NH+]=C1,-,pyridazin-1-ium,H2O,O,2.33,pKa_values_of_nitrogen_heterocycles.pdf
1214,289-80-5,C1=CC=N[NH+]=C1,-,pyridazin-1-ium,H2O,O,2.33,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1275,289-80-5,C1=CC=N[NH+]=C1,-,pyridazin-1-ium,DMSO,CS(=O)C,1.8,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1347,289-80-5,C1=CC=N[NH+]=C1,-,pyridazin-1-ium,MeCN,CC#N,10.06,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1406,289-80-5,C1=CC=N[NH+]=C1,-,pyridazin-1-ium,THF,C1CCOC1,3.7,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
361,Benzotriazole,C1=CC2=[NH+]NN=C2C=C1,-,2H-benzotriazol-1-ium,MeCN,CC#N,6.88,pKa_values_of_nitrogen_heterocycles.pdf
402,Benzotriazole,C1=CC2=[NH+]NN=C2C=C1,-,2H-benzotriazol-1-ium,H2O,O,0.42,pKa_values_of_nitrogen_heterocycles.pdf
1211,95-14-7,C1=CC2=[NH+]NN=C2C=C1,-,2H-benzotriazol-1-ium,H2O,O,0.42,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1344,95-14-7,C1=CC2=[NH+]NN=C2C=C1,-,2H-benzotriazol-1-ium,MeCN,CC#N,6.89,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
519,7-nitroIndole,C1=CC2=C(C(=C1)[N+](=O)[O-])NC=C2,6960-42-5,7-nitro-1H-indole,MeCN,CC#N,29.99,pKa_values_of_acids_in_acetonitrile.pdf
748,6960-42-5,C1=CC2=C(C(=C1)[N+](=O)[O-])NC=C2,6960-42-5,7-nitro-1H-indole,MeCN,CC#N,29.99,Ejoc202001649-sup-00001-misc_information.pdf
1191,479-27-6,C1=CC2=C(C(=C1)[NH3+])C(=CC=C2)N,-,(8-aminonaphthalen-1-yl)azanium,H2O,O,4.61,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1323,479-27-6,C1=CC2=C(C(=C1)[NH3+])C(=CC=C2)N,-,(8-aminonaphthalen-1-yl)azanium,MeCN,CC#N,10.99,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1391,479-27-6,C1=CC2=C(C(=C1)[NH3+])C(=CC=C2)N,-,(8-aminonaphthalen-1-yl)azanium,THF,C1CCOC1,5.4,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
161,"1,8-Naphthalicacid",C1=CC2=C(C(=C1)C(=O)O)C(=CC=C2)C(=O)O,518-05-8,"naphthalene-1,8-dicarboxylic acid",MeCN,CC#N,21.8,MeCN_Acids_COSMO-RS_2008_Table.pdf
133,"3,7-Dinitro-10H-phenoxazine",C1=CC2=C(C=C1[N+](=O)[O-])OC3=C(N2)C=CC(=C3)[N+](=O)[O-],-,"3,7-dinitro-10H-phenoxazine",MeCN,CC#N,22.8,MeCN_Acids_COSMO-RS_2008_Table.pdf
127,"1,3,7-Trinitrophenoxazine",C1=CC2=C(C=C1[N+](=O)[O-])OC3=CC(=CC(=C3N2)[N+](=O)[O-])[N+](=O)[O-],-,"1,3,7-trinitro-10H-phenoxazine",MeCN,CC#N,20.3,MeCN_Acids_COSMO-RS_2008_Table.pdf
528,4-nitroIndole,C1=CC2=C(C=CN2)C(=C1)[N+](=O)[O-],4769-97-5,4-nitro-1H-indole,MeCN,CC#N,27.89,pKa_values_of_acids_in_acetonitrile.pdf
757,4769-97-5,C1=CC2=C(C=CN2)C(=C1)[N+](=O)[O-],4769-97-5,4-nitro-1H-indole,MeCN,CC#N,27.89,Ejoc202001649-sup-00001-misc_information.pdf
525,5-nitroIndole,C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],6146-52-7,5-nitro-1H-indole,MeCN,CC#N,28.18,pKa_values_of_acids_in_acetonitrile.pdf
754,6146-52-7,C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],6146-52-7,5-nitro-1H-indole,MeCN,CC#N,28.18,Ejoc202001649-sup-00001-misc_information.pdf
977,6146-52-7,C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],6146-52-7,5-nitro-1H-indole,H2O,O,14.75,Ejoc202001649-sup-00001-misc_information.pdf
1026,6146-52-7,C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],6146-52-7,5-nitro-1H-indole,DMSO,CS(=O)C,15,Ejoc202001649-sup-00001-misc_information.pdf
313,"Quino[7,8-h]quinoline",C1=CC2=C(C3=C(C=C2)C=CC4=C3[NH+]=CC=C4)N=C1,,,MeCN,CC#N,19.61,pKa_values_of_nitrogen_heterocycles.pdf
377,"Quino[7,8-h]quinoline",C1=CC2=C(C3=C(C=C2)C=CC4=C3[NH+]=CC=C4)N=C1,,,H2O,O,12,pKa_values_of_nitrogen_heterocycles.pdf
323,Phenanthroline,C1=CC2=C(C3=C(C=CC=N3)C=C2)[NH+]=C1,-,"1,10-phenanthrolin-10-ium",MeCN,CC#N,13.68,pKa_values_of_nitrogen_heterocycles.pdf
