,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
254,CC(=O)CC(c1ccccc1Cl)c1c([O-])c2ccccc2oc1=O,O,0,0,5.1,['5.10'],['pKa_prospector']
255,COc1ccccc1C(CC(C)=O)c1c([O-])c2ccccc2oc1=O,O,0,0,5.2,['5.20'],['pKa_prospector']
256,CC(=O)CC1=C([O-])C(=O)c2ccccc2C1=O,O,0,0,4.12,['4.12'],['pKa_prospector']
257,CC(=O)CC1CCCC[NH2+]1,O,0,0,9.45,['9.45'],['pKa_prospector']
258,CC(=O)CCCCC(=O)[O-],O,0,0,4.72,['4.72'],['pKa_prospector']
259,CC(=O)CCCC[NH+](C)C,O,0,0,9.62,['9.62'],['pKa_prospector']
260,CC(=O)CCC[NH+](C)C,O,0,0,9.07,['9.07'],['pKa_prospector']
261,CC(=O)CNc1ccccc1C(=O)[O-],O,0,0,4.4,['4.40'],['pKa_prospector']
262,CC(=O)Cn1cc[n+](C)c1C=NO,O,0,0,7.9,['7.90'],['pKa_prospector']
263,CC(=O)Cn1cc[n+](C(C)(C)C)c1C=NO,O,0,0,7.87,['7.87'],['pKa_prospector']
264,CC(=O)Cn1cc[n+](Cc2ccccc2)c1C=NO,O,0,0,7.8,['7.80'],['pKa_prospector']
265,COc1c(N(C)C)cc(Cc2cnc(N)nc2N)cc1N(C)C(C)=O,O,0,0,7.07,['7.07'],['pKa_prospector']
266,CC(=O)N(C)c1ccccn1,O,0,0,2.01,['2.01'],['pKa_prospector']
267,CC(=O)N(C)c1cccnc1,O,0,0,3.52,['3.52'],['pKa_prospector']
268,CC(=O)N(C)c1cc[nH+]cc1,O,0,0,4.62,['4.62'],['pKa_prospector']
269,CC(=O)N=c1ccccn1C,O,0,0,7.12,['7.12'],['pKa_prospector']
270,CC(=O)N=c1ccn(C)cc1,O,0,0,11.03,['11.03'],['pKa_prospector']
271,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,O,0,0,7.3,['7.30'],['pKa_prospector']
272,CC(=O)N=c1sc(S(N)(=O)=O)nn1Cc1ccccc1,O,0,0,7.4,['7.40'],['pKa_prospector']
273,CC(=O)NC(Cc1cnc[nH]1)C(=O)[O-],O,0,0,7.08,['7.08'],['pKa_prospector']
274,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,O,0,0,1.75,['1.75'],['pKa_prospector']
275,CC(=O)NCCC(=O)[O-],O,0,0,4.44,['4.44'],['pKa_prospector']
276,CC(=O)NNC(=O)c1ccccn1,O,0,0,3.06,['3.06'],['pKa_prospector']
277,CC(=O)Nc1n[nH]c(NC(C)=O)n1,O,0,0,9.35,['9.35'],['pKa_prospector']
278,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,O,0,0,3.4,['3.40'],['pKa_prospector']
279,CC(=O)Nc1ncnc2nccnc12,O,0,0,1.21,['1.21'],['pKa_prospector']
280,CC(=O)Nc1ccc(O)cc1,O,0,0,9.57,['9.57'],['pKa_prospector']
281,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,O,0,0,9.1,['9.10'],['pKa_prospector']
282,CC(=O)Nc1ccc(OCC(O)C[NH2+]CC(O)COc2ccccc2)cc1,O,0,0,8.05,['8.05'],['pKa_prospector']
283,CC(=O)Nc1ccc(P(=O)([O-])[O-])cc1,O,0,0,7.1,['7.10'],['pKa_prospector']
284,CC(=O)Nc1ccc([S-])cc1,O,0,0,6.08,['6.08'],['pKa_prospector']
285,COc1cc([N-]S(=O)(=O)c2ccc(NC(C)=O)cc2)nc(OC)n1,O,0,0,6.01,['6.01'],['pKa_prospector']
286,COc1ccc([N-]S(=O)(=O)c2ccc(NC(C)=O)cc2)nn1,O,0,0,6.78,['6.78'],['pKa_prospector']
287,CC(=O)Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,O,0,0,6.34,['6.34'],['pKa_prospector']
288,CC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1,O,0,0,7.93,['7.93'],['pKa_prospector']
289,CC(=O)Nc1cccc(O)c1,O,0,0,9.38,['9.38'],['pKa_prospector']
290,CC(=O)Nc1ccccc1,O,0,0,0.5,['0.50'],['pKa_prospector']
291,CC(=O)Nc1ccccc1C(N)=O,O,0,0,4.2,['4.20'],['pKa_prospector']
292,CC(=O)Nc1ccccc1C(=O)[O-],O,0,0,3.4,['3.40'],['pKa_prospector']
293,CC(=O)Nc1ccccn1,O,0,0,4.09,['4.09'],['pKa_prospector']
294,CC(=O)Nc1cccnc1,O,0,0,4.37,['4.37'],['pKa_prospector']
295,CC(=O)Nc1cc[nH+]cc1,O,0,0,5.87,['5.87'],['pKa_prospector']
296,COc1nc(NC(C)=O)nc2nccnc12,O,0,0,1.95,['1.95'],['pKa_prospector']
297,CC(=O)Nc1ncc2nccnc2n1,O,0,0,2.63,['2.63'],['pKa_prospector']
298,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O,0,0,7.3,['7.30'],['pKa_prospector']
299,CNS(=O)(=O)c1nnc(NC(C)=O)s1,O,0,0,7.52,['7.52'],['pKa_prospector']
300,CC(=O)OC(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-],O,0,0,2.49,['2.49'],['pKa_prospector']
301,COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,O,0,0,7.7,['7.70'],['pKa_prospector']
302,COc1ccc2c3c([nH]c2c1)C1CC2C(CC(OC(=O)c4cc(OC)c(OC)c(OC)c4)C(OC)C2OC(C)=O)C[NH+]1CC3,O,0,0,6.6,['6.60'],['pKa_prospector']
303,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,O,0,0,2.15,['2.15'],['pKa_prospector']
304,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,O,0,0,2.43,['2.43'],['pKa_prospector']
305,CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,O,0,0,6.35,['6.35'],['pKa_prospector']
306,CC(=O)OCCCCCc1ccc(S(N)(=O)=O)cc1,O,0,0,10.3,['10.30'],['pKa_prospector']
307,CC(=O)OCCCCc1ccc(S(N)(=O)=O)cc1,O,0,0,10.48,['10.48'],['pKa_prospector']
308,CC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,O,0,0,8.05,['8.05'],['pKa_prospector']
309,CC(=O)OCCCc1ccc(S(N)(=O)=O)cc1,O,0,0,10.22,['10.22'],['pKa_prospector']
310,CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,O,0,0,8.65,['8.65'],['pKa_prospector']
311,CC(=O)OCCc1c[nH]cn1,O,0,0,6.97,['6.97'],['pKa_prospector']
312,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)[NH+](C)CCC341,O,0,0,7.7,['7.70'],['pKa_prospector']
313,CC(=O)Oc1ccccc1C(=O)[O-],O,0,0,3.49,['3.49'],['pKa_prospector']
314,CC(=O)c1c(O)cccc1O,O,0,0,8,['8.00'],['pKa_prospector']
315,CC(=O)c1nccnc1NC[NH3+],O,0,0,5.49,['5.49'],['pKa_prospector']
316,CC(=O)c1ccc(O)c2ncccc12,O,0,0,7.8,['7.80'],['pKa_prospector']
317,CC(=O)c1ccc(C(=O)[O-])cc1,O,0,0,3.73,['3.73'],['pKa_prospector']
318,CC(=O)c1ccc(N)cc1,O,0,0,2.19,['2.19'],['pKa_prospector']
319,CC(=O)c1ccc(NN=C(C#N)C#N)cc1,O,0,0,5.85,['5.85'],['pKa_prospector']
320,CC(=O)c1ccc([N-]S(=O)(=O)C(F)(F)F)cc1,O,0,0,3.29,['3.29'],['pKa_prospector']
321,CC(=O)c1ccc(O)cc1,O,0,0,8.05,['8.05'],['pKa_prospector']
322,CC(=O)c1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1,O,0,0,4.63,['4.63'],['pKa_prospector']
323,CC(=O)c1ccc(O)cc1O,O,0,0,7.1,['7.10'],['pKa_prospector']
324,CC(=O)c1ccc2c(c1)C(c1ccccc1F)=NCC(=O)N2,O,0,0,2.67,['2.67'],['pKa_prospector']
325,CC(=O)c1cccc(C(=O)[O-])c1,O,0,0,3.86,['3.86'],['pKa_prospector']
326,CC(=O)c1cccc(N)c1,O,0,0,3.56,['3.56'],['pKa_prospector']
327,CC(=O)c1cccc(Nc2ccccc2C(=O)[O-])c1,O,0,0,5.05,['5.05'],['pKa_prospector']
328,CC(=O)c1cccc(O)c1,O,0,0,9.19,['9.19'],['pKa_prospector']
329,CC(=O)c1ccccc1N,O,0,0,2.22,['2.22'],['pKa_prospector']
330,CC(=O)c1ccccc1O,O,0,0,10.8,['10.80'],['pKa_prospector']
331,C#CC(C)C(C)OCn1cc[n+](C)c1C=NO,O,0,0,8,['8.00'],['pKa_prospector']
332,C#CC(C)OCn1cc[n+](C)c1C=NO,O,0,0,7.96,['7.96'],['pKa_prospector']
333,CSC(=NO)C(C)(SC)SC,O,0,0,9.95,['9.95'],['pKa_prospector']
334,CC(SC(=NO)C(C)(C)[N+](=O)[O-])C(=O)N(C)C,O,0,0,8.76,['8.76'],['pKa_prospector']
335,CC(SC(=NO)C(C)(C)[N+](=O)[O-])C(N)=O,O,0,0,9.02,['9.02'],['pKa_prospector']
336,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],O,0,0,2.8,['2.80'],['pKa_prospector']
337,CC(Cl)(Cl)C(=O)[O-],O,0,0,1.8,['1.80'],['pKa_prospector']
338,CC(Br)C(=O)[O-],O,0,0,2.97,['2.97'],['pKa_prospector']
339,CC(I)C(=O)[O-],O,0,0,3.11,['3.11'],['pKa_prospector']
340,CC(C(=O)[O-])N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,O,0,0,3.46,['3.46'],['pKa_prospector']
341,CC(=O)NC(C)C(=O)[O-],O,0,0,3.71,['3.71'],['pKa_prospector']
342,CC(NC(N)=O)C(=O)[O-],O,0,0,3.89,['3.89'],['pKa_prospector']
343,CC(OC1CCCCC1)C(=O)[O-],O,0,0,3.64,['3.64'],['pKa_prospector']
344,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)[O-],O,0,0,3.07,['3.07'],['pKa_prospector']
345,CC(Oc1ccc(Cl)cc1)C(=O)[O-],O,0,0,4.35,['4.35'],['pKa_prospector']
346,CC(Oc1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)[O-],O,0,0,2.88,['2.88'],['pKa_prospector']
347,CC(Oc1ccccc1)C(=O)[O-],O,0,0,3.11,['3.11'],['pKa_prospector']
348,CC(C(=O)[O-])S(C)(=O)=O,O,0,0,2.44,['2.44'],['pKa_prospector']
349,CC(C(=O)[O-])S(=O)(=O)[O-],O,0,0,4.22,['4.22'],['pKa_prospector']
350,CC(SC(C)C(=O)[O-])C(=O)[O-],O,0,0,4.6,['4.60'],['pKa_prospector']
351,CC(SCC(=O)[O-])C(=O)[O-],O,0,0,4.54,['4.54'],['pKa_prospector']
352,CC(SCSC(C)C(=O)[O-])C(=O)[O-],O,0,0,3.38,['3.38'],['pKa_prospector']
353,CC(SSC(C)C(=O)[O-])C(=O)[O-],O,0,0,3.15,['3.15'],['pKa_prospector']
354,CC(O)C(=O)OC(C)C(=O)[O-],O,0,0,2.95,['2.95'],['pKa_prospector']
355,CC(Cl)C(Cl)C(=O)[O-],O,0,0,2.1,['2.10'],['pKa_prospector']
356,CC(O)C(Cl)C(=O)[O-],O,0,0,2.59,['2.59'],['pKa_prospector']
357,CC(Cl)C(O)C(=O)[O-],O,0,0,3.08,['3.08'],['pKa_prospector']
358,CC(OCn1cc[n+](C)c1C=NO)C(C)(C)C,O,0,0,8.01,['8.01'],['pKa_prospector']
359,CC(OCn1cc[n+](Cc2ccccc2)c1C=NO)C(C)(C)C,O,0,0,7.95,['7.95'],['pKa_prospector']
360,CC(OCn1cc[n+](C)c1C=NO)C(C)(C)[N+](=O)[O-],O,0,0,8,['8.00'],['pKa_prospector']
361,CC(C(C)[NH+](C)C)N1c2ccccc2Sc2ccccc21,O,0,0,9.61,['9.61'],['pKa_prospector']
362,CC(OCn1cc[n+](C)c1C=NO)C(C)[N+](=O)[O-],O,0,0,7.93,['7.93'],['pKa_prospector']
363,COc1ccc(OC)c(C(O)C(C)[NH3+])c1,O,0,0,9.34,['9.34'],['pKa_prospector']
364,C[NH2+]C(C)C(O)c1ccc(NS(C)(=O)=O)cc1,O,0,0,8.26,['8.26'],['pKa_prospector']
365,CC([NH3+])C(O)c1ccc(O)cc1,O,0,0,8.7,['8.70'],['pKa_prospector']
366,CC([NH3+])C(O)c1ccccc1,O,0,0,9.35,['9.35'],['pKa_prospector']
367,CC(C(O)c1ccccc1)[NH+](C)C,O,0,0,9.5,['9.50'],['pKa_prospector']
368,C[NH2+]C(C)C(O)c1ccccc1,O,0,0,9.65,['9.65'],['pKa_prospector']
369,C#CC(C)(C)OCn1cc[n+](C)c1C=NO,O,0,0,7.98,['7.98'],['pKa_prospector']
370,C[n+]1ccn(COC(C)(C)C#Cc2ccccc2)c1C=NO,O,0,0,7.99,['7.99'],['pKa_prospector']
371,CC(C)(C#N)C(C#N)=NO,O,0,0,6.49,['6.49'],['pKa_prospector']
372,CC(C)(C#N)C(Cl)=NO,O,0,0,8.92,['8.92'],['pKa_prospector']
373,CC(C)(C#N)N1CCCCC1,O,0,0,9.22,['9.22'],['pKa_prospector']
374,CC(C)(C(C#N)=NO)S(C)(=O)=O,O,0,0,6.18,['6.18'],['pKa_prospector']
375,CC(C)(Cl)C(Cl)=NO,O,0,0,9.15,['9.15'],['pKa_prospector']
376,CC(C)(C(Cl)=NO)S(C)(=O)=O,O,0,0,8.69,['8.69'],['pKa_prospector']
377,CC(C)(C(Cl)=NO)S(=O)(=O)C1CCCCC1,O,0,0,8.61,['8.61'],['pKa_prospector']
378,CSC(=NO)C(C)(C)[N+](=O)[O-],O,0,0,9.23,['9.23'],['pKa_prospector']
379,CSC(=NO)C(C)(C)S(C)(=O)=O,O,0,0,9.34,['9.34'],['pKa_prospector']
380,CSC(=NO)C(C)(C)SC,O,0,0,9.95,['9.95'],['pKa_prospector']
381,CC(C)(C(=NO)SCC(N)=O)[N+](=O)[O-],O,0,0,9.05,['9.05'],['pKa_prospector']
382,CC(C)(NC(N)=O)C(=O)[O-],O,0,0,4.46,['4.46'],['pKa_prospector']
383,CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-],O,0,0,3.96,['3.96'],['pKa_prospector']
384,CSCC(=NO)C(C)(C)C,O,0,0,11.84,['11.84'],['pKa_prospector']
385,CN(C)C(=O)CSC(=NO)C(C)(C)C,O,0,0,10.6,['10.60'],['pKa_prospector']
386,CC(C)(C)C(=NO)SCC(=O)N1CCCC1,O,0,0,10.8,['10.80'],['pKa_prospector']
387,CNC(=O)CSC(=NO)C(C)(C)C,O,0,0,10.76,['10.76'],['pKa_prospector']
388,CC(C)(C)C(=O)C(C#N)=N[N-]c1cc(Cl)c(Cl)cc1Cl,O,0,0,4.95,['4.95'],['pKa_prospector']
389,CC(C)(C)C(=O)C(C#N)=N[N-]c1cc(C(F)(F)F)cc(C(F)(F)F)c1,O,0,0,5.05,['5.05'],['pKa_prospector']
390,CC(C)(C)C(=O)C(C#N)=N[N-]c1cc(C(F)(F)F)ccc1Cl,O,0,0,5.25,['5.25'],['pKa_prospector']
391,CC(C)(C)C(=O)C(C#N)=N[N-]c1ccc(Cl)cc1C(F)(F)F,O,0,0,5.05,['5.05'],['pKa_prospector']
392,CC(C)(C)C(=O)C(C#N)=N[N-]c1ccc2c(c1)OC(F)(F)C(F)(F)O2,O,0,0,5.45,['5.45'],['pKa_prospector']
393,CC(C)(C)C(=O)C(C#N)=N[N-]c1cccc(Cl)c1,O,0,0,6.3,['6.30'],['pKa_prospector']
394,CC(C)(C)C(=O)C(Cl)=NO,O,0,0,7.34,['7.34'],['pKa_prospector']
395,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,O,0,0,2.55,['2.55'],['pKa_prospector']
396,C[n+]1ccn(COC(=O)C(C)(C)C)c1C=NO,O,0,0,8.3,['8.30'],['pKa_prospector']
397,CC(C)(C)C(=O)c1ccc2n1CCC2C(=O)[O-],O,0,0,3.57,['3.57'],['pKa_prospector']
398,C[n+]1ccn(COC(C)(C)C(C)(C)C)c1C=NO,O,0,0,8.02,['8.02'],['pKa_prospector']
399,CC(C)(C)C([NH3+])Cc1ccccc1,O,0,0,9.64,['9.64'],['pKa_prospector']
400,CC(C)(C)C1(C(=O)[O-])CCCCC1,O,0,0,7.43,['7.43'],['pKa_prospector']
401,CC(C)(C)C1(O)CC[NH+]2CC3c4ccccc4CCc4cccc(c43)C2C1,O,0,0,7.2,['7.20'],['pKa_prospector']
402,C[NH+]1CCOC(O)(C(C)(C)C)C1,O,0,0,7.88,['7.88'],['pKa_prospector']
403,CC(C)(C)[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,O,0,0,7.1,['7.10'],['pKa_prospector']
404,CC(C)(C)C1CC(C(=O)[O-])CC(C(C)(C)C)C1,O,0,0,7.26,['7.26'],['pKa_prospector']
405,CC(C)(C)C1CC(CC(=O)[O-])CC(C(C)(C)C)C1,O,0,0,6.27,['6.27'],['pKa_prospector']
406,CC(C)(C)C1CCC(CC(=O)[O-])CC1,O,0,0,6.48,['6.48'],['pKa_prospector']
407,CC(C)(C)C1CCCC(CC(=O)[O-])C1,O,0,0,6.19,['6.19'],['pKa_prospector']
408,CC(C)(C)C1CCCCC1CC(=O)[O-],O,0,0,6.45,['6.45'],['pKa_prospector']
409,CC(C)(C)C1CCc2sc(=NO)ncc2C1,O,0,0,10.71,['10.71'],['pKa_prospector']
410,CC(C)(C)C1NC=[NH+]c2ccccc21,O,0,0,9.36,['9.36'],['pKa_prospector']
411,C[n+]1ccn(COCC=CC(C)(C)C)c1C=NO,O,0,0,8.04,['8.04'],['pKa_prospector']
412,CC(C)(C)CC(C)(C)[NH3+],O,0,0,10.73,['10.73'],['pKa_prospector']
413,Cn1ncc2c(NC(C)(C)CC(C)(C)C)ncnc21,O,0,0,3.92,['3.92'],['pKa_prospector']
414,C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O,O,0,0,7.58,['7.58'],['pKa_prospector']
415,CC(C)(C)CC1CCC(C(=O)[O-])CC1,O,0,0,7.4,['7.40'],['pKa_prospector']
416,CC(C)(C)CC[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,O,0,0,5.25,['5.25'],['pKa_prospector']
417,CC(C)(C)CCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,O,0,0,5.1,['5.10'],['pKa_prospector']
418,CC(C)(C)CNc1ccccc1,O,0,0,4.17,['4.17'],['pKa_prospector']
419,C[n+]1ccn(COCC(C)(C)C)c1C=NO,O,0,0,8.04,['8.04'],['pKa_prospector']
420,CC(C)(C)COCn1cc[n+](Cc2ccccc2)c1C=NO,O,0,0,8,['8.00'],['pKa_prospector']
421,CN(N=Nc1[nH]cnc1C(N)=O)C(C)(C)C,O,0,0,4.48,['4.48'],['pKa_prospector']
422,CN(c1ccccc1)C(C)(C)C,O,0,0,7.46,['7.46'],['pKa_prospector']
423,CC(C)(C)[NH+](CC(O)COc1ccccc1)CC(O)COc1ccccc1,O,0,0,7.9,['7.90'],['pKa_prospector']
424,COCCN(N=Nc1[nH]cnc1C(N)=O)C(C)(C)C,O,0,0,4.35,['4.35'],['pKa_prospector']
425,CC(C)(C)[NH+]1CCCC(=O)C(O)CCC1,O,0,0,7.6,['7.60'],['pKa_prospector']
426,CC(C)(C)NC(=O)[N-]S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O,0,0,4.26,['4.26'],['pKa_prospector']
427,CC(C)(C)NC(=O)[N-]S(=O)(=O)c1ccccc1,O,0,0,5.42,['5.42'],['pKa_prospector']
428,CC(C)(C)[NH2+]C1CCCCC1,O,0,0,11.23,['11.23'],['pKa_prospector']
429,COc1ccccc1CCC(O)C[NH2+]C(C)(C)C,O,0,0,9.9,['9.90'],['pKa_prospector']
430,CC(C)(C)[NH2+]CC(O)COc1nsnc1N1CCOCC1,O,0,0,9.21,['9.21'],['pKa_prospector']
431,CC(C)(C)[NH2+]CC(O)COc1cccc2c1-c1ccccc1C2=O,O,0,0,8.75,['8.75'],['pKa_prospector']
432,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CC(O)C(O)C2,O,0,0,9.53,['9.53'],['pKa_prospector']
433,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CC1(CCCCC1)C2=O,O,0,0,8.85,['8.85'],['pKa_prospector']
434,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CCCC2=O,O,0,0,9.32,['9.32'],['pKa_prospector']
435,CC(C)(C)[NH2+]CC(O)COc1ccccc1C#N,O,0,0,9.55,['9.55'],['pKa_prospector']
436,CC(C)(C)[NH2+]CC(O)COc1ccccc1C1CCCC1,O,0,0,9.37,['9.37'],['pKa_prospector']
437,C#CCOc1ccccc1OCC(O)C[NH2+]C(C)(C)C,O,0,0,9.9,['9.90'],['pKa_prospector']
438,CNC(=O)COc1ccccc1OCC(O)C[NH2+]C(C)(C)C,O,0,0,9.8,['9.80'],['pKa_prospector']
439,COc1ccccc1COC(O)C[NH2+]C(C)(C)C,O,0,0,9.8,['9.80'],['pKa_prospector']
440,CC(C)(C)[NH2+]Cc1cc2cc(S(N)(=O)=O)sc2s1,O,0,0,8.28,['8.28'],['pKa_prospector']
441,CC(C)(C)Nc1ccc(Br)cc1,O,0,0,5.93,['5.93'],['pKa_prospector']
442,CC(C)(C)Nc1ccccc1,O,0,0,7,['7.00'],['pKa_prospector']
443,CC(C)(C)Oc1ccc(C=NNC(N)=[NH2+])cc1,O,0,0,9.25,['9.25'],['pKa_prospector']
444,CSC(=NO)C(C)(C)S(=O)(=O)C(C)(C)C,O,0,0,9.41,['9.41'],['pKa_prospector']
445,CC(C)(C)SC=NO,O,0,0,11.02,['11.02'],['pKa_prospector']
446,Cn1cc[n+](C(C)(C)C)c1C=NO,O,0,0,7.94,['7.94'],['pKa_prospector']
447,C#CCCCCn1cc[n+](C(C)(C)C)c1C=NO,O,0,0,8.06,['8.06'],['pKa_prospector']
448,COCn1cc[n+](C(C)(C)C)c1C=NO,O,0,0,7.86,['7.86'],['pKa_prospector']
449,C#CCCOCn1cc[n+](C(C)(C)C)c1C=NO,O,0,0,7.84,['7.84'],['pKa_prospector']
450,CC(C)(C)c1cc(C(O)CCC2CC[NH2+]CC2)c2ccccc2n1,O,0,0,10.73,['10.73'],['pKa_prospector']
451,CC(C)(C)c1cc(N)cc(C(C)(C)C)c1,O,0,0,4.97,['4.97'],['pKa_prospector']
452,CC(C)(C)c1cc(N)cc(C(C)(C)C)c1[N+](=O)[O-],O,0,0,2.93,['2.93'],['pKa_prospector']
453,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],O,0,0,4.8,['4.80'],['pKa_prospector']
454,C[NH+](C)CCCC(c1ccccc1)c1ccc(C(C)(C)C)cc1,O,0,0,9.76,['9.76'],['pKa_prospector']
455,C[NH+](C)CCC(c1ccccc1)c1ccc(C(C)(C)C)cc1,O,0,0,9.36,['9.36'],['pKa_prospector']
456,CC(C)(C)c1ccc(C(CC[NH+]2CCCC2)c2ccccc2)cc1,O,0,0,9.56,['9.56'],['pKa_prospector']
457,CC(C)(C)c1ccc(CC(=O)[O-])cc1,O,0,0,5.01,['5.01'],['pKa_prospector']
458,C[NH+](C)CCN(Cc1ccc(C(C)(C)C)cc1)c1ccccc1,O,0,0,9.26,['9.26'],['pKa_prospector']
459,CC(C)(C)c1ccc(CN(CC[NH+]2CCCC2)c2ccccc2)cc1,O,0,0,9.46,['9.46'],['pKa_prospector']
460,CC(C)(C)c1ccc(CN(CC[NH+]2CCCCC2)c2ccccc2)cc1,O,0,0,9.7,['9.70'],['pKa_prospector']
461,CC(C)(C)c1ccc(N)cc1,O,0,0,4.95,['4.95'],['pKa_prospector']
462,CN(C)c1ccc(C(C)(C)C)cc1,O,0,0,4.65,['4.65'],['pKa_prospector']
463,CC(C)(C)c1ccc(O)cc1,O,0,0,10.27,['10.27'],['pKa_prospector']
464,CC(C)(C)c1cccc(N)c1,O,0,0,4.66,['4.66'],['pKa_prospector']
465,CC(C)(C)c1cccc(C(C)(C)C)n1,O,0,0,3.58,['3.58'],['pKa_prospector']
466,CC(C)(C)c1ccccc1N,O,0,0,4.06,['4.06'],['pKa_prospector']
467,CN(C)c1ccccc1C(C)(C)C,O,0,0,4.26,['4.26'],['pKa_prospector']
468,CNc1ccccc1C(C)(C)C,O,0,0,3.35,['3.35'],['pKa_prospector']
469,CC(C)(C)c1ccccn1,O,0,0,5.22,['5.22'],['pKa_prospector']
470,CC(C)(C)c1cccnc1,O,0,0,5.82,['5.82'],['pKa_prospector']
471,CC(C)(C)c1ccncc1,O,0,0,5.99,['5.99'],['pKa_prospector']
472,CC(C)(C)c1noc(C=NO)n1,O,0,0,7.91,['7.91'],['pKa_prospector']
473,C=CC(C)(C)OCn1cc[n+](C)c1C=NO,O,0,0,7.94,['7.94'],['pKa_prospector']
474,CC(C)(C=NO)[N+](=O)[O-],O,0,0,10.47,['10.47'],['pKa_prospector']
475,CC(C)(C=NO)S(C)(=O)=O,O,0,0,10.52,['10.52'],['pKa_prospector']
476,C=CCS(=O)(=O)C(C)(C)C=NO,O,0,0,10.5,['10.50'],['pKa_prospector']
477,CS(=O)C(C)(C)C=NO,O,0,0,10.81,['10.81'],['pKa_prospector']
478,CSC(C)(C)C=NO,O,0,0,11.81,['11.81'],['pKa_prospector']
479,CC(C)(C=NO)SCC(N)=O,O,0,0,11.69,['11.69'],['pKa_prospector']
480,CN(C)C(=O)CSC(C)(C)C=NO,O,0,0,11.77,['11.77'],['pKa_prospector']
481,CC(C)(C=NO)Sc1ccc(Br)cc1,O,0,0,11.81,['11.81'],['pKa_prospector']
482,CC(C)(C=NO)Sc1ccccc1,O,0,0,11.72,['11.72'],['pKa_prospector']
483,CC(C)(C=NO)Sc1ccccn1,O,0,0,11.76,['11.76'],['pKa_prospector']
484,CC(C)(O)CCC(=O)[O-],O,0,0,4.87,['4.87'],['pKa_prospector']
485,COC(=O)CC(O)(CCC(C)(C)O)C(=O)OC1C(OC)=CC23CCC[NH+]2CCc2cc4c(cc2C13)OCO4,O,0,0,8.3,['8.30'],['pKa_prospector']
486,CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,O,0,0,9.28,['9.28'],['pKa_prospector']
487,CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,O,0,0,10,['10.00'],['pKa_prospector']
488,CC(C)(C[NH3+])c1ccccc1,O,0,0,10.03,['10.03'],['pKa_prospector']
489,C[NH+](C)C(C)(C)CN1c2ccccc2Sc2ccccc21,O,0,0,9.11,['9.11'],['pKa_prospector']
490,C#CC(C)(C)COCn1cc[n+](C)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
491,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1C=NO,O,0,0,8.01,['8.01'],['pKa_prospector']
492,CC(C)([NH3+])Cc1ccc(Cl)cc1,O,0,0,9.6,['9.60'],['pKa_prospector']
493,CC(C)([NH3+])Cc1ccccc1,O,0,0,10.11,['10.11'],['pKa_prospector']
494,C[NH2+]C(C)(C)Cc1ccccc1,O,0,0,10.25,['10.25'],['pKa_prospector']
